id,price_percent,participants
255180,90.67601734158903,3
255200,84.48351548394918,4
255204,97.18381070133601,2
255222,99.25520342747278,1
255226,94.80755505725645,3
255229,100.99712390257294,1
255230,65.27438355667705,6
255238,93.14754070512213,2
255242,99.2932182535917,1
255246,94.41680148617337,2
255253,91.08102234905007,3
255268,93.3245358298614,2
255269,89.81477324324037,3
255273,96.75307391833682,1
255287,95.83776772338284,2
255288,85.96093808973852,5
255289,81.1063813038,4
255291,99.98664312447148,0
255296,97.2782552205034,1
255301,93.89222314604778,3
255305,89.34934281145281,5
255308,90.34562229507257,3
255310,80.45476385918992,5
255316,94.48238608411273,2
255322,99.25172854665915,1
255331,99.50876968337234,1
255337,68.41516774580913,5
255338,87.47948791342365,3
255339,90.81052329899939,2
255340,89.70240493833495,4
255347,73.12041547656752,5
255359,94.9172410407142,2
255383,97.60628586837038,2
255411,65.0405271240877,6
255419,95.28281981195057,3
255427,99.80491308361258,1
255428,92.35215057744391,3
255429,48.64610825244415,7
255437,76.89366436009917,6
255440,99.8767683329204,1
255441,76.71377366423813,6
255444,99.05410895349473,1
255463,93.21275220906561,3
255474,94.5732119892092,2
255476,91.22188211973315,3
255480,98.94259212659782,1
255481,87.3252982303839,3
255489,90.51278498056891,3
255491,94.56671926439924,3
255492,97.27185020186504,2
255508,93.25043324765934,3
255510,85.59494659490291,5
255512,82.67589006621452,5
255522,84.64811469893064,4
255525,100.23710997870232,0
255536,97.5541564706554,1
255544,93.26969786391535,2
255560,97.9973378442171,1
255567,92.25402217475904,3
255569,83.96151278376514,4
255571,102.78940331068198,0
255577,78.73453301084184,5
255579,85.05768684193494,3
255580,84.03648592798176,4
255581,73.40934365319274,6
255584,85.30132842239641,5
255588,85.50534909440083,4
255596,99.20984991881875,1
255600,99.30839646134486,1
255601,84.51848215614264,5
255606,84.74027218906095,5
255612,93.01574112893606,3
255618,81.68991315518626,3
255646,82.20511631240865,4
255650,98.83933838644118,1
255656,80.20340212282623,5
255662,86.31762183393413,5
255676,94.65118879277429,3
255681,94.2761507347742,3
255712,98.21316829063447,2
255714,98.31880758909064,2
255716,95.56855747313453,2
255729,88.15395291030042,5
255735,96.4797074001165,2
255737,95.04845394211621,2
255738,97.288357795859,2
255739,95.23950660433354,2
255749,96.96284485925304,1
255755,99.18116838150183,1
255780,89.4479649485714,3
255782,90.6289846589622,3
255784,91.2237836275659,3
255794,92.37491996837677,3
255806,97.92267752121458,2
255811,91.93845178341749,3
255814,77.25214980912196,5
255818,99.19734105811413,1
255821,86.72717070971967,4
255823,93.60944009436109,2
255830,84.12869445518562,4
255831,87.52351319895557,4
255834,85.75917180998172,3
255841,89.91413307361783,3
255843,90.20949911910098,3
255845,77.26274881500605,6
255848,100.47240922713519,0
255849,99.4267843478654,1
255881,91.97900318599584,2
255886,88.58704907017882,3
255897,93.04706041564347,3
255904,99.7594320596385,1
255907,70.90230496367073,7
255908,76.35551903199497,6
255915,97.55510760524247,2
255926,92.52586830026036,3
255944,69.68700477026472,6
255951,97.91488210167903,2
255952,90.77437869992315,4
255963,97.4422522695604,2
255966,83.43586534960384,5
255968,77.43166369411414,5
255976,91.69704947909582,3
255981,93.60222125771331,2
255993,76.22931040795399,4
255994,99.60541443838132,2
256039,98.2096575466161,1
256052,98.05450865607543,1
256057,83.00472752901176,4
256059,99.37382933274819,1
256063,91.45280766632945,3
256068,93.84784956932734,3
256071,92.26290299464543,3
256085,96.89861558739679,2
256092,83.31090188344837,4
256098,100.09300522570854,1
256104,91.55846738809741,3
256116,60.683493532650104,8
256119,94.17847000167954,3
256127,96.4192532389288,2
256134,91.54679310973731,3
256136,86.49852260579142,5
256143,99.18973412922928,1
256157,91.36126169010274,3
256166,76.21782745215043,5
256168,99.67463055257258,1
256172,100.0711085534847,1
256174,94.46028449676923,3
256176,92.84016492592025,2
256177,53.48891676109084,5
256191,98.49844369756045,2
256192,91.61823187733782,2
256209,93.98840189657747,3
256213,98.0076160038192,1
256214,88.84955932559909,4
256219,87.69710687638236,3
256224,99.44629805681629,1
256229,98.78019185425849,2
256244,88.11381957065073,3
256247,84.03706720326994,3
256250,97.10037808088762,1
256257,96.4153163004166,2
256261,99.85983788420351,1
256272,97.54307893815307,2
256276,90.11229181755388,3
256281,100.88345294225938,0
256309,84.00948314479444,3
256316,90.13381466088393,3
256331,95.37055350222234,2
256339,88.5101672196664,3
256344,64.33041458256213,4
256345,97.62014433579066,1
256357,87.59761752285112,3
256364,61.70445600498824,6
256372,99.51484450650817,1
256373,91.53437831833344,2
256379,89.3537404110287,2
256391,89.30939934632106,3
256394,97.68625113236604,2
256403,78.46430706168174,5
256425,97.90796316237146,2
256428,89.2096836970066,4
256431,86.9159427945951,3
256432,91.69558245024398,4
256445,91.42057598780823,4
256447,94.08496345569037,3
256452,56.14107127711336,6
256472,78.92114003368506,5
256474,86.3655034194014,1
256487,91.16818693350098,3
256494,100.18263962200078,1
256508,92.15976385953361,4
256526,85.82197472767223,4
256528,85.23975416633517,5
256533,59.620046576512664,6
256537,78.97169289986935,5
256538,90.17878030361305,3
256557,97.0846741554872,2
256562,93.39389304739487,3
256566,100.11472116129627,0
256586,100.2095714519669,0
256595,82.12442647223396,5
256604,94.53839187235099,3
256620,96.7982090232034,2
256625,88.42841538829194,3
256634,72.58473803274546,7
256639,89.65158592509039,2
256645,80.02235559526169,4
256646,88.24803658126173,3
256654,97.2690958228308,1
256665,99.76921102268089,0
256675,81.33524856457734,4
256677,92.4752715234251,3
256683,100.59813987942907,2
256685,88.92784718033019,3
256692,80.71507769002582,5
256703,93.71957502636667,3
256706,91.29883685030985,2
256708,100.75959241005133,1
256712,86.81481931480596,4
256718,97.2706390628489,2
256726,95.30927600622856,1
256736,84.07089280114447,5
256739,98.11984504761202,1
256747,84.78830210007496,4
256767,99.08928020188125,1
256769,90.00737223947593,3
256771,97.72993468885134,2
256772,96.42943960118379,2
256784,95.97324807001986,3
256787,89.75910360239153,4
256788,82.83526861098325,4
256791,99.39127683966056,2
256810,90.65779867073417,3
256819,97.17093364155399,1
256841,97.22623813549956,2
256843,83.3822842999136,4
256855,99.04254040402178,1
256875,85.6654436438506,5
256879,96.85758160007542,2
256883,97.60116118215824,2
256885,83.97457726893683,4
256899,96.32479527059951,2
256912,81.61117235477782,4
256919,94.73192561519384,3
256923,91.51908099960109,2
256928,93.07455540110612,2
256929,96.15286134601563,2
256939,78.48490658391533,4
256947,91.7262375576868,4
256948,81.03859355199478,3
256949,99.77202017108787,1
256953,88.447859954441,2
256968,99.84519968474171,1
256973,96.08941888016554,2
256976,91.78289835097519,3
256977,77.88601273227033,4
256980,95.65222578650173,2
256983,95.59481894577004,2
256984,49.152338444207146,6
256992,96.16431433390744,3
256999,94.99091941520625,3
257016,98.39712099057077,1
257018,96.46638991037163,2
257029,93.10469329152362,2
257038,86.45118155837794,3
257047,76.997833676818,5
257052,80.29881710841434,5
257063,98.33830662458547,2
257064,82.85815069403093,4
257070,100.06044044531058,1
257071,98.90543942247119,1
257076,97.35928964012803,2
257106,89.99532525047962,3
257113,97.21340438871565,1
257117,85.59200805816167,4
257121,92.48300091745709,4
257123,91.07829528443236,4
257129,90.39496182272694,3
257130,91.11708919481659,2
257136,87.13225397765312,4
257137,82.68173993560815,5
257139,98.23277411892373,2
257141,95.66916437603591,2
257142,94.82547387182059,2
257156,81.16345383987802,5
257158,95.29518427428586,2
257164,96.92294331660662,2
257170,99.36649680104851,1
257173,93.95950415618002,2
257197,87.30594304691954,4
257201,93.33252554109683,3
257204,96.57534171245221,3
257213,89.52252204601187,3
257219,54.70493995090992,8
257228,81.53239066506124,4
257235,99.70255666499264,0
257240,70.86887589256675,4
257256,99.78818433090797,1
257259,96.78563298520288,2
257260,97.69475394031618,1
257261,89.02932348247191,4
257265,88.6026294866468,4
257307,96.92061773282377,2
257309,99.87865633933792,0
257321,87.25614702916674,4
257335,90.79576115898594,4
257340,80.49352989320242,4
257342,85.43631431787612,4
257366,97.57640455993317,2
257367,97.88293491978925,2
257369,85.67984226465364,3
257377,84.29762918696494,4
257384,58.907024087334534,7
257394,93.54496429042047,3
257410,91.05965407055514,3
257416,86.6438527449377,3
257429,95.71443486307639,3
257431,97.52565290665028,2
257450,95.51799802030257,1
257463,95.09622076713275,3
257464,73.36235757171717,6
257466,99.075776821699,2
257481,88.03040778873678,3
257486,93.28819681192687,2
257488,86.51797143979304,4
257490,95.84386454024502,3
257494,96.20671289702469,3
257497,93.86272460579829,1
257499,85.51394675481846,3
257500,93.49378018691769,3
257504,89.4729775015552,3
257508,81.79848828680603,4
257517,94.39672582423026,2
257520,98.23393450565466,2
257542,99.01208731960548,1
257556,88.86528520655152,4
257566,99.42530105687257,1
257575,64.81535078798242,8
257578,92.89348300224509,3
257583,92.14437511453649,3
257597,89.19162205045556,3
257602,90.38032787368181,3
257603,78.6274601671638,4
257605,90.11829961261093,3
257607,87.76172142764042,3
257611,92.73046801351413,2
257614,88.11322116158375,3
257615,84.22267252282155,5
257621,80.74594849640837,3
257633,72.5784563868802,7
257642,95.80774994227106,3
257646,89.86700315126443,3
257650,96.25902331764861,2
257653,96.66626202260304,2
257658,88.88835089715683,3
257687,90.84096320071043,3
257703,89.28355279641124,3
257707,90.92651912385085,3
257708,93.9014718374784,3
257713,94.47749036900541,3
257716,95.4330693896619,0
257728,100.37553275970768,1
257738,94.79584265624102,3
257749,93.26307775421174,4
257769,97.09810145275594,3
257783,83.09936917104086,5
257796,86.30440670371111,3
257798,88.00070450965669,3
257799,88.19146492267126,3
257803,88.45768069632256,4
257804,98.55465024737282,2
257812,92.8370685722858,3
257830,98.9923805537504,1
257835,98.14195998188995,1
257836,84.17394157729608,5
257839,88.13497494720576,4
257857,83.37146566421333,3
257858,92.97683603851974,3
257860,46.02595513523231,7
257879,98.5027830697172,1
257898,96.2073708765787,3
257899,71.5057831243603,5
257900,85.30162139909919,4
257909,100.55728647778757,1
257913,94.50007732682877,2
257915,91.88206621502752,3
257916,95.6483554617409,1
257924,77.35576323891912,6
257951,99.65152292867518,1
257953,100.12959766963492,2
257958,93.61771256714255,2
257959,100.53390746877355,0
257963,85.81594524690257,4
257978,99.1697225374841,2
257985,70.37264161505092,7
257987,99.1575512451015,1
258000,95.87468591424286,2
258008,97.10171471593263,2
258011,90.68713205683648,3
258020,94.51575554472498,2
258042,100.15261950738166,1
258056,90.41360457177011,4
258057,85.24543157351448,3
258058,87.89879116553026,4
258064,95.80579247731183,2
258066,92.297855542268,3
258080,97.18346012420614,1
258089,86.0926075130304,3
258093,98.1514911143919,2
258101,93.99550400903418,2
258104,93.1680227161462,3
258110,95.0955894624488,1
258113,90.26655429268132,4
258116,75.53306878780874,4
258124,96.71374653407328,2
258126,99.73768702177314,1
258131,97.75675880496007,2
258135,67.27596729704905,5
258137,87.34211851385194,4
258151,96.28579569996933,2
258158,84.08738478418658,4
258172,77.63249433620865,4
258173,83.50943493012292,5
258177,92.55262853292851,3
258184,80.43367437636691,5
258190,91.67573364973266,3
258191,95.93248260326543,2
258205,94.76732047214831,2
258206,70.94820303419893,5
258214,85.51195688598105,4
258221,83.5404830574122,5
258222,79.22702777670692,5
258224,93.46616352515645,3
258229,60.744056455332185,7
258236,75.81721061858445,5
258237,86.21740754091141,4
258263,98.92109724003853,1
258275,93.73155217948414,3
258283,95.87461827794486,2
258284,85.65156078433431,5
258291,88.73498021785763,3
258296,85.76251523048799,3
258299,96.86203642303943,2
258310,99.07241923104053,2
258316,100.03664489599191,0
258317,63.849468419581854,6
258318,95.76034657949562,3
258322,90.70741860704729,3
258324,94.67848661177068,3
258333,64.74502474313127,6
258338,69.12443577309395,5
258343,95.68142129917831,2
258355,76.07450515205426,6
258357,97.2301879366661,2
258363,84.24579235841644,4
258370,89.31254683290494,3
258397,99.22616584854615,2
258407,95.98892129957144,3
258419,98.44573242648153,2
258424,92.02369188546587,3
258428,95.59176411338821,2
258429,98.88964256750104,1
258434,96.72951719877997,2
258456,96.12922915356236,3
258457,90.55877432657505,3
258466,93.04509252586399,2
258475,65.94559444134114,6
258480,91.27133856539761,3
258502,71.86760213246555,5
258513,92.24644212550079,2
258522,95.03752530706798,2
258527,92.42391169956935,3
258534,88.38165397136761,3
258540,89.70271503830477,4
258551,99.74380021384154,1
258569,82.41133054181164,4
258571,93.17324747388565,3
258577,96.77214361997636,2
258581,98.19399420443791,1
258583,90.69530242166744,3
258588,96.73627747474352,2
258593,95.1459342668936,3
258598,82.24753145906777,4
258600,94.88819217559849,3
258605,98.81730385840542,1
258608,83.03097079118245,4
258618,99.94751791946805,0
258626,94.32474952006709,2
258639,99.23203937486252,2
258653,82.29787616208833,4
258654,92.80535756239543,4
258663,98.8046488731722,1
258664,88.16569668753806,4
258669,90.80683598682238,2
258677,83.42895722128915,5
258690,96.81020754265984,2
258693,89.19066865777498,3
258700,74.46733236597802,5
258704,98.28055680670332,1
258705,75.695394856551,5
258709,67.9119758737686,6
258713,93.04892853204565,3
258719,100.3416173562442,1
258720,89.92713471136658,2
258728,98.60750121910694,1
258740,92.70693344747988,3
258755,70.45133524427439,6
258757,91.14898648816518,4
258772,97.23419429415699,1
258775,98.93515888127044,1
258777,99.48068940589494,0
258784,86.07043082903996,3
258793,99.55440330324713,1
258800,83.24900789059143,4
258804,92.28917291463375,4
258807,82.52904549962501,6
258808,97.18971807336506,3
258817,99.71117460267482,1
258828,99.2610185939121,2
258829,99.29573227703898,1
258831,97.78666430762026,1
258835,92.87689298612958,3
258848,89.98402485502817,5
258852,92.28308702545999,3
258864,96.69574308022621,2
258872,97.6333810203293,1
258885,97.6363991592773,2
258903,90.99403195639988,2
258905,98.73382857138424,2
258910,92.2623951282168,2
258911,93.873240067142,2
258914,97.65013503763407,2
258921,90.78966635858639,2
258922,84.08221862806904,4
258929,85.2780441395225,4
258951,100.60285147580719,0
258954,87.96011676332903,3
258966,92.3396693633431,3
258968,94.04777373860733,3
258971,101.4530375379614,1
258977,76.23743476119945,5
258979,90.88193297215014,3
258986,98.32083754747256,2
258994,88.92899129506608,4
258999,89.74107696655675,3
259003,93.47518569975341,2
259009,99.73424048605892,1
259038,93.65325079009264,3
259040,95.86651349514472,3
259082,94.12274204216114,2
259092,89.97795416691461,3
259094,93.49122604928942,2
259095,90.33579344994241,5
259100,77.10909102445231,6
259108,90.41616437758574,4
259115,100.14114481285858,0
259121,98.45767753463784,1
259133,98.83449611409829,2
259135,67.58375211877632,5
259147,77.01945041804964,5
259149,98.03158202945797,1
259158,96.04532639666007,2
259162,92.3016829361273,3
259164,92.72147040186036,3
259170,99.07865885422285,2
259171,97.47387217874477,1
259172,82.16586204138505,5
259173,94.93562170105125,2
259175,93.6639766978187,3
259182,85.5079487112026,4
259193,90.93862272503038,3
259195,97.78743544922644,1
259196,93.39174046792188,2
259200,91.51543396572798,3
259203,99.05125979185017,1
259210,85.5966853882387,5
259215,99.82162342781984,1
259225,93.77993613303059,2
259252,80.58558061817497,7
259253,86.90269812639728,5
259255,80.8875848629928,5
259263,88.50152671355782,4
259265,88.70313041172695,5
259285,85.27713035351981,4
259290,90.37195753932924,3
259291,99.31919485097426,1
259295,88.74564760677208,4
259296,98.80688649002477,1
259298,67.8516905277178,8
259299,93.6868131567046,2
259302,95.8245687708994,2
259312,99.46288954793555,1
259320,87.48851473300313,4
259324,98.42470366010316,1
259325,96.33103963455574,1
259333,89.41616005259289,4
259350,89.80525093786041,3
259352,85.65293531391718,4
259356,99.71419780393038,1
259357,97.8242621417411,1
259358,99.56582712763782,1
259359,86.50650827030086,4
259361,93.70848806786027,2
259365,98.52394759903113,2
259371,100.02028393875516,0
259379,98.72830726358902,1
259432,98.8212849256984,2
259436,95.3943163237835,2
259439,92.68727002791785,3
259445,72.12088888278605,6
259450,88.12198059682717,4
259471,96.88010551607933,2
259485,98.43909599715802,2
259486,89.48150315046752,3
259506,99.52984836354258,1
259509,57.23434276817538,7
259512,98.60940160287893,1
259528,97.69351908037872,2
259532,87.7922255170806,4
259536,99.35474102085612,1
259538,96.04316905760825,3
259546,91.0258614743043,3
259550,67.87290944692688,7
259556,93.67831199082613,3
259562,94.66935549940959,3
259568,90.67006231361601,4
259571,91.71590289683907,3
259572,97.15103608024623,2
259593,91.91209077194486,4
259613,82.89482537282412,4
259618,88.0530128607737,3
259620,88.64154745488247,3
259622,92.14801221266556,3
259626,99.37804951786582,1
259629,100.22893963370404,0
259632,99.74623790688156,1
259641,92.09466163292232,3
259645,98.7597874468439,2
259650,87.56899072418845,3
259672,93.86666648348468,2
259694,85.92160865210481,3
259699,97.4065625239787,2
259708,88.83591608182907,3
259716,92.80141858917473,2
259717,93.98838644771692,3
259727,96.23382812324749,2
259729,91.34570247545155,2
259733,90.65126230939265,3
259740,69.47631586633868,5
259743,98.63910139056857,2
259746,99.7038615292866,1
259754,99.16393183786519,1
259756,100.43469950683776,0
259765,53.135748464623035,5
259766,95.828797670219,1
259771,98.79351850526206,2
259783,99.26630983899766,1
259792,98.72939618070325,1
259796,98.44362675297663,1
259800,88.00868812612018,3
259808,94.44471349626336,2
259811,93.73356591079265,2
259813,91.29512672283633,3
259815,89.04889947480721,4
259817,99.06492005887152,2
259830,75.44344154486042,6
259831,89.29067548407784,3
259837,87.82052842129058,4
259843,73.44936729294054,5
259844,78.33673522783593,5
259848,98.88362700961103,2
259850,88.85991063943062,5
259852,77.01595710218231,8
259872,97.80326180955345,2
259873,88.57990218665988,3
259875,99.27964415257121,1
259893,91.50685704224631,4
259894,86.03967852043853,3
259895,99.14388076649546,1
259898,91.88759994998576,2
259901,99.52512201490127,1
259904,94.77602905364189,2
259905,85.15464390368554,5
259921,93.71820893532646,3
259931,99.57783042874283,2
259945,92.18117596649358,3
259951,80.53318920934906,6
259955,89.8785286508754,3
259971,83.51956343944832,5
259973,97.40239406698579,2
259974,83.96863646224895,3
259975,89.99696483490234,3
259981,81.9211071503937,5
259984,90.41177537994038,3
259989,79.17138494177183,4
260003,96.50974456457517,2
260013,99.14531093592161,1
260025,92.1355927541478,3
260045,90.05248795120657,3
260047,62.29897797626482,5
260060,98.80461821554745,1
260062,99.8151018193961,1
260071,98.66387173778001,1
260073,95.36954290017094,3
260081,89.7041936692641,3
260087,97.00115442633503,2
260093,82.15637861815073,4
260097,99.51859307983962,0
260098,92.7940475224224,3
260108,82.87186605514619,5
260113,96.59750259620341,1
260115,99.13885817847124,1
260117,91.6532475870881,3
260121,92.38839945241531,3
260123,97.64045392176973,2
260125,91.61758723735788,2
260132,97.25790070800156,1
260139,95.83061350986682,3
260141,91.35799289659823,3
260142,94.60750388357901,2
260146,94.47110765397161,2
260158,97.68975419736562,2
260161,96.20146434824154,2
260167,86.13017075975732,4
260177,99.44020407733517,1
260196,92.33414136884807,4
260197,99.72404363011275,1
260204,95.5892508814708,3
260222,89.3280218679298,3
260226,99.01388900486062,2
260227,99.17902551449504,1
260230,96.61192981417312,2
260238,76.7365411200479,6
260242,81.8759581912214,4
260259,94.97347311371033,2
260269,98.9135032881065,1
260296,83.40070823415073,5
260303,90.85034123005777,3
260305,92.11844649688203,3
260321,83.2543020232832,5
260326,91.77231148226626,3
260327,82.80563106307864,4
260332,87.05227607878436,4
260334,69.5300279743092,6
260343,82.76025248263524,3
260348,91.5647290364317,2
260351,77.72283085105106,5
260357,95.28946677964733,3
260363,83.55077149675456,5
260384,99.43288706487303,1
260386,95.78330703203967,2
260404,87.38748035778376,3
260416,81.65576310396945,4
260418,75.18139820166823,6
260422,82.71362731644831,4
260423,95.66255230159021,3
260433,92.86478477952886,3
260434,96.43454635190692,2
260435,83.95357590890559,3
260439,91.28751937162191,2
260448,90.87736613873449,3
260450,99.14123659880045,1
260460,82.27625473793796,5
260464,87.30902527761792,4
260471,97.61148931272305,2
260477,93.25838538263118,3
260482,80.72270540629033,4
260484,93.89070353457932,3
260492,96.88259226092623,2
260496,97.67627121034594,2
260503,98.49037083156767,1
260505,94.48985088515596,3
260508,99.56565952334229,1
260513,96.34752269902872,2
260517,97.82013619488787,2
260519,86.53628644975187,4
260530,100.2076293208967,2
260537,97.80487353592535,2
260546,98.3112858641272,1
260547,100.49456724371366,1
260558,99.72847121086814,0
260569,90.81334682461066,3
260578,94.17100611584635,2
260580,98.37548345636348,1
260582,99.77137843187222,0
260583,85.04906410222442,4
260584,77.82641745982576,5
260589,98.7534663645909,2
260608,98.85468056155578,1
260629,91.49063461902178,3
260634,91.84719402402168,3
260636,98.77945280740292,1
260639,80.05308349777934,2
260652,98.21207939703439,1
260661,98.87468190017452,1
260664,75.29540679349343,5
260675,91.69638172013681,3
260679,98.2560832098886,2
260680,98.18862865329616,2
260683,94.57522450712386,2
260686,92.3025032546138,3
260688,94.60583028306233,2
260702,85.73513533584124,4
260703,95.37132574835583,2
260707,81.84779384399461,2
260709,95.30375756762453,1
260711,81.15829072781457,5
260715,99.75809112696152,1
260721,99.5879932037077,1
260727,91.21341401567526,3
260729,89.31345320375799,3
260731,100.1372773185351,0
260738,96.41211514172052,2
260740,86.26146915531301,5
260742,93.53900834043864,4
260752,91.9450995132529,3
260761,99.91740223089008,0
260770,98.42376825887256,1
260771,80.35354742697552,5
260788,88.93677304955891,4
260803,91.05086084586411,3
260805,79.16704435670384,5
260809,97.30774321285156,1
260814,81.64566733405441,5
260818,101.08886418913619,1
260823,85.19922167237422,4
260825,94.17614220893896,2
260832,79.35290943247486,6
260842,83.13777153507004,4
260845,89.14257020234582,4
260846,96.93792090422997,2
260852,85.62940705756246,4
260855,92.87493554199125,3
260858,88.2915145102875,4
260863,94.6884805925219,3
260889,88.64188069615606,3
260890,99.40508017969178,2
260909,86.19145107161438,3
260918,84.72916593054661,3
260924,98.64859926197711,2
260935,95.05856114965971,2
260937,94.30938923851883,3
260941,95.81418985111509,2
260942,90.30081251802036,3
260948,86.64250555366348,3
260949,88.2878177077051,4
260950,90.44099805000496,3
260952,91.74054221908219,3
260970,88.56745861266174,4
260973,85.33697140848955,4
260978,98.13004654265681,2
260981,94.08170456253066,3
260990,97.1299030654247,2
260994,90.8325608463436,3
261008,95.17496052356061,3
261015,84.55222416787562,5
261023,96.69678337521438,2
261026,71.15682850381137,7
261029,87.18311727845891,4
261037,91.87360372725014,2
261039,91.2202084704377,2
261049,96.38233335232385,2
261069,97.46299037970857,2
261076,88.51190883844696,4
261081,98.04228047417226,2
261085,99.81169387181657,0
261090,81.39310829119735,5
261092,95.17564190907652,3
261093,95.11460824123508,2
261097,72.34391178835634,6
261111,99.59666085125487,1
261117,88.7624427560899,5
261121,93.07034565167069,3
261123,86.10213775285762,3
261125,86.35586834269218,3
261131,71.21820712226068,7
261136,99.84679487146053,1
261142,85.55500577831104,4
261154,97.44268995102932,1
261157,72.01080688779588,8
261170,86.31994224563513,5
261172,99.6622885330443,1
261173,100.28884809009395,0
261198,91.32343407018581,3
261206,99.35275738146692,1
261223,99.38764793625282,2
261231,97.6283622938383,2
261234,87.2826333935831,3
261247,82.99826804837777,5
261267,88.46113426865955,4
261272,93.7386634410069,2
261273,97.75873554273761,2
261274,95.46678748510104,2
261288,88.64394194132556,4
261289,87.96175895601034,4
261296,97.57641697734239,2
261298,81.22344371577782,5
261299,91.40013412189623,3
261301,90.05068101954761,2
261319,97.49609047165973,1
261321,82.13015558568169,4
261326,96.60814161709291,1
261356,92.81850735667754,3
261357,93.11919657294371,2
261360,94.45927707602974,2
261371,98.45920386573034,1
261375,87.97418369475345,5
261379,93.55654157317974,3
261381,85.69212984116429,3
261395,84.96370710926429,4
261411,81.19525857051524,6
261412,99.3476639658832,2
261415,87.88153822887979,4
261417,78.89250258661255,5
261432,94.69577813940401,3
261436,98.6534153078138,1
261449,88.18598848741487,3
261461,98.68467153530538,2
261482,89.29643572036221,3
261485,93.1659339837968,3
261507,76.09082433788731,4
261514,88.20249049450157,3
261516,89.36736185225013,4
261550,87.32408411446596,4
261553,87.31730901864611,3
261562,96.7741611373397,2
261578,99.43815129382226,1
261590,78.32241363798559,5
261596,95.63562955068298,2
261601,83.76945630239004,3
261603,83.6077141946795,5
261613,99.95754802013768,0
261619,89.120345542614,3
261621,94.1072951657091,2
261624,98.22187806456769,3
261636,90.22193455821143,3
261641,98.95693630435225,1
261659,87.10731983819434,3
261660,85.31166581044249,4
261671,88.36951233020496,5
261697,90.90212773589197,3
261713,82.05967173141615,5
261723,96.28182027632836,2
261735,90.45768589142634,3
